gpa,performance,_id,factor1,factor2,factor3,factor4,factor5
14.55,14.55,297340,0.24,0.91,0.31,0.23,0.82
7.08,4.15,292670,0.71,0.13,0.34,0.34,0.54
1.76,0.4,304098,0.68,0.78,0.67,0.25,0.77
16.21,16.21,297327,0.76,0.23,0.31,0.97,0.83
13.14,13.14,294372,0.98,0.24,0.67,0.55,0.33
13.72,13.72,306513,0.98,0.2,0.65,0.5,0.78
13.1,13.1,299129,0.24,0.65,0.45,0.17,0.81
7.3,2.43,297458,0.13,0.75,0.57,0.94,0.02
12.3,12.3,295761,0.39,0.83,0.77,0.14,0.22
9.62,7.15,304630,0.37,0.98,0.44,0.74,0.7
6.88,3.93,308440,0.89,0.48,0.67,0.31,0.82
8.83,4,294662,0.37,0.73,0.73,0.06,0.15
12.85,12.85,309052,0.25,0.99,0.3,0.82,0.8
9.8,8.6,204794,0.86,0.06,0.42,0.79,0.27
17.43,17.43,306020,0.33,0.42,0.79,0.52,0.41
6.46,2,294865,0.55,0.71,0.07,0.83,0.5
8.69,3.62,301220,0.97,0.49,0.32,0.13,0.62
15.92,15.92,217353,0.85,0.23,0.54,0.83,0.61
3.77,2.08,301720,0.85,0.52,0.94,0.37,0.59
12.13,11.03,296692,0.75,0.65,0.34,0.43,0.31
0,0,201900,0.49,0.66,0.65,0,0.4
12.94,12.65,299066,0.75,0.49,0.96,0.73,0.45
11.79,11.54,309228,0.47,0.23,0.25,0.24,0.28
10.05,7.83,296208,0.29,0.55,0.62,0.72,0.73
12.17,11.63,302567,0.91,0.11,0.06,0.36,0.67
15.06,15.06,307648,0.69,0.56,0.11,0.57,0.24
11.32,10.33,302195,0.42,0.46,0.99,0.62,0.18
10.27,8.39,307623,0.44,0.76,0.94,0.09,0.35
12.29,11.46,300406,0.33,0.97,0.11,0.28,0.28
7,2.17,304625,0.13,0.1,0.85,0.94,0.15
4.62,3.54,308184,0.22,0.76,0.47,0.36,0.43
11.83,10.6,308883,0.17,0.32,0.76,0.8,0.47
5.77,3,299428,0.24,0.78,0.23,0.49,0.29
13.84,13.84,303608,0.42,0.54,0.92,0.14,0.08
8.38,6.08,296620,0.43,0.12,0.37,0.8,0.2
5.46,1.69,297074,0.07,0.3,0.9,0.95,0.37
12.52,12.03,305410,0.91,0.45,0.82,0.47,0.36
13.31,13.16,301530,0.65,0.33,0.71,0.08,0.04
12.97,12.97,304244,0.69,0.15,0.8,0.22,0.7
13.84,13.57,299078,0.16,0.97,0.65,0.37,0.72
13.96,13.72,296184,0.19,0.87,0.32,0.35,0.95
8.08,5.77,299913,0.9,0.75,0.26,0.01,0.28
13,13,203002,0.18,0.63,0.62,0.56,0.03
14.86,14.62,295577,0.14,0.22,0.45,0.28,0.85
11.98,11.46,299924,0.17,0.54,0.91,0.44,0.83
15.55,15.55,301832,0.03,0.12,0.28,0.75,0.98
10.31,8.73,300321,0.5,0.24,0.21,0.17,0.98
16.63,16.63,305607,0.59,0.12,0.39,0.64,0.19
7.38,3.38,295795,0.83,0.43,0.04,0.56,0.4
3.69,1.85,296828,0.04,0.7,0.14,0.65,0.78
16.03,16.03,297604,0.7,0.18,0.72,0.32,0.17
12.28,11.34,309423,0.29,0.62,0.04,0.79,0.88
11.8,11.36,301227,0.28,0.55,0.82,0.68,0.87
12.1,10.77,297567,0.05,0.78,0.34,0.2,0.4
13.54,12.92,211837,0.31,0.9,0.04,0.63,0.74
5.38,2.46,297715,0.82,0.31,0.76,0.02,0.88
7,0,187924,0.47,0.43,0.28,0.37,0.1
6,3.64,190674,0.82,0.79,0.18,0.93,0.07
13,12.33,292317,0.71,0.63,0.7,0.64,0.17
12.73,12.49,299379,0.56,0.17,0.27,0.9,0.89
16.54,16.54,215735,0.18,0.63,0.69,0.05,0.81
12.79,12.65,299475,0.35,0.17,0.12,0.73,0.4
10.97,9.75,302527,0.76,0.15,0.86,0.02,0.63
11.41,10.19,292681,0.92,0.52,0.25,0.21,0.33
12.31,11.47,295065,0.36,0.1,0.34,0.9,0.18
9,5,193345,0.1,0.46,0.29,0.82,0.23
7.69,4.23,302153,0.12,0.09,0.39,0.63,0.76
6.38,4.77,309162,0.58,0.24,0.08,0.22,0.81
11.52,10.72,297578,0.02,0.4,0.72,0.1,0.22
10.69,9.69,295546,0.65,0.54,0,0.27,0.11
13.85,13.85,303335,0.45,0.99,0.86,0.77,0.13
12,12,201987,0.58,0.66,0.76,0.82,0.79
3.3,1.52,305195,0.67,0.19,0.98,0.72,0.02
5.23,2.85,298876,0.44,0.79,0.18,0.36,0.78
9.2,5.75,296475,0.35,0.01,0.05,0.11,0.52
11.53,10.71,216154,0.74,0.61,0.6,0.13,0.56
10,6.5,204049,0.14,0.45,0.89,0.46,0.21
17,17,205008,0.02,0.54,0.11,0.61,0.54
12.24,11.37,296033,0.84,0.68,0.93,0.58,0.74
15.24,15.24,299208,0.42,0.56,0.82,0.75,0.04
10.69,9.74,296789,0.77,0.06,0.25,0.73,0.39
3.15,0.92,294551,0.77,0.02,0.45,0.01,0.25
1.77,0.85,301324,0.28,0.56,0.83,0.14,0.21
12.6,12.6,295600,0.42,0.99,0.67,0.43,0.09
6.5,1.67,302740,0.67,0.92,0.4,0.59,0.86
13.36,12.85,300423,0.17,0.81,0.75,0.12,0.58
7.19,2.81,306561,0.79,0.23,0.09,0.83,0.72
7.77,5.16,295640,0.86,0.5,0.36,0.7,0.63
13.31,12,211804,0.49,0.96,0.73,0.59,0.44
9.92,6.85,299063,0.49,0.69,0.51,0.91,0.32
10.15,8,295218,0.32,0.31,0.72,0.75,0.06
13.36,12.61,306108,0.37,0.79,0.46,0.32,0.01
5,1.69,304677,0.9,0.64,0.66,0.26,0.59
12.57,12.43,294569,0.14,0.98,0.75,0.27,0.57
10.52,8.4,308337,0.7,0.45,0.44,0.31,0.73
12.03,11.58,303208,0.74,0.48,0.13,0.28,0.03
10.73,8.94,299706,0.57,0.8,0.04,0.33,0.17
11,8.54,294103,0.89,0.2,0.97,0.59,0.08
8.32,6.21,306237,0.36,0.48,0.75,0.66,0.69
12.28,12,298755,0.57,0.31,0.85,0.99,0.3
8.89,5.67,301479,0.28,0.7,0.68,0.88,0.06
15.42,15.42,307991,0.56,0.69,0.09,0.37,0.98
12.16,11.33,298552,0.49,0.11,0.04,0.46,0.16
11.47,10.29,296273,0.71,0.19,0.14,0.43,0.75
6.69,3.54,298778,0.15,0.22,0.99,0.51,0.14
12.33,12.06,304499,0.83,0.37,0.06,0.65,0.88
1.5,0,252402,0.16,0.15,0.49,0.52,0.48
14.33,14.33,293833,0.15,0.88,0.73,0.35,0.99
7.14,4.74,303361,0.97,0.96,0.71,0.19,0.41
12.75,12.01,296489,0.26,0.69,0.04,0.37,0.64
0.64,0,206219,0.08,0.65,0.31,0.92,0.23
3.31,1.77,294742,0.24,0.87,0.01,0.73,0.37
13.87,13.87,306664,0.26,0.35,0.59,0.22,0.92
11,9.77,299339,0.69,0.41,0.32,0.88,0.15
14.13,14.13,296910,0.73,0.83,0.44,0.45,0.82
7.87,3.74,304287,0.38,0.68,0.29,0.8,0.15
13.75,13.75,296483,0.27,0.01,0.45,0.62,0.14
3.58,1.21,302981,0.67,0.41,0.31,0.34,0.42
7.38,4.62,299942,0.01,0.58,0.75,0.31,0.36
11.66,9.96,307488,0.97,0.83,0.48,0.43,0.51
9.23,5.15,297890,0.95,0.17,0.71,0.49,0.84
12.19,11.82,303131,0.81,0.17,0.85,0.9,0.34
12.42,12.42,297880,0.42,0.77,0.04,0.6,0.85
12.73,12.33,294578,0.03,0.24,0.45,0.53,0.43
15.23,15.23,301299,0.41,0.68,0.12,0.91,0.49
13.83,13.83,295282,0.36,0.26,0.07,0.9,0.81
12.76,12.16,297240,0.32,0.89,0.48,0.59,0.26
10.39,8.95,296062,0.09,0.42,0.68,0.9,0.93
10.85,9.07,299774,0.43,0.49,0.02,0.15,0.66
13.17,12.89,300219,0.26,0.07,0.55,0.4,0.43
12.3,11.25,299451,0.51,0.22,0.58,0.99,0.47
13,13,190676,0.14,0.79,0.11,0.77,0.86
14,13.38,214170,0.11,0.08,0.78,0.8,0.08
2.23,0.85,308189,0.16,0.12,0.37,0.79,0.94
3.91,1.48,302506,0.2,0.97,0.1,0.13,0.2
8.85,6.06,302594,0.95,0.52,0.59,1,0.8
12.52,11.77,301648,0.29,0.49,0.93,0.69,0.16
12.14,11.24,306075,0.55,0.61,0.18,0.58,0.38
9.67,7.67,188892,0.52,0.74,0.14,0.64,0.62
13.57,13.29,292532,0.38,0.5,0.94,0.7,0
7.92,6.77,304691,0.28,0.89,0.95,0.55,0.83
13.91,13.91,297442,0.83,0.27,0.29,0.85,0.68
11,11,183106,0.09,0.3,0.31,0.58,0.87
4.92,3,307266,0.28,0.5,0.03,0.41,0.1
11.55,10.32,297146,0.99,0.62,0.36,0.69,0.01
10.78,8.77,297773,0.34,0.54,0.04,0.1,0.23
8.94,4.06,385568,0.62,0.39,0.99,0.68,0.54
11.08,9.08,380856,0.89,0.87,0.34,0.23,0.88
7.54,2.54,370648,0.29,0.21,0.57,0.36,0.35
12.16,10.67,381643,0.03,0.64,0.72,0.59,0.87
8.69,4.38,368818,0.29,0.97,0.15,0.99,0.7
7.75,2.71,377166,0.94,0.04,0.1,0.41,0.88
12.42,11.54,378073,0.67,0.88,0.29,0.75,0.09
3.83,2,367701,0.37,0.34,0.21,0.64,0.97
2.77,0.77,377082,0.61,0.5,0.8,0.47,0.56
5,2.17,383177,0.27,0.94,0.08,0.55,0.73
9.08,8.62,375016,0.41,0.89,0.34,0.75,0.64
11.71,10.77,388017,0.14,0,0.82,0.73,0.52
15.89,15.89,386296,0.53,0.55,0.98,0.12,0.83
15.24,15.24,364597,0.95,0.61,0.46,0.8,0.38
15.9,15.9,257416,0.85,0.76,0.44,0.5,0.77
14.86,14.86,371714,0.4,0.4,0.85,0.46,0.01
12.69,12.69,373822,0.18,0.74,0.5,0.1,0.07
8.33,3.28,380060,0.09,0.27,0.38,0.23,0.77
14.27,14.27,377062,0.11,0.39,0.79,0.3,0.21
15.68,15.68,369131,0.67,0.04,0.59,0.28,0.19
14.13,14.13,385139,0.65,0.47,0.41,0.5,0.99
12.03,11.1,387454,0.74,0.28,0.22,0.04,0.55
3.77,2.77,370938,0.94,0.92,0.36,0.04,0.02
12.05,11.48,385326,0.17,0.03,0.93,0.44,0.91
12.62,12.04,375672,0.91,0.88,0.36,0.46,0.13
12.48,11.62,373888,0.34,0.21,0.07,0.65,0.85
11.59,10.98,385380,0.9,0.58,0.15,0.37,0.41
13.38,13.13,375593,0.13,0.96,0.61,0.08,0.24
4.23,1.77,364598,0.49,0.29,0.58,0.88,0.86
11.03,8.76,377345,0.37,0.64,0.1,0.78,0.13
13.69,13.69,378532,0.24,0.58,0.05,0.45,0.86
12.01,11.54,366799,0.4,0.36,0.16,0.06,0.07
3.92,2.31,381413,0.63,0.63,0.19,0.37,0.47
13.08,12.59,377659,0.87,0.74,0.97,0.61,0.74
12,10.75,380969,0.88,0.63,0.31,0.39,0.22
12.23,12.23,371167,0.15,0.54,0.42,0.9,0.31
6.69,2.62,374012,0.67,0.34,0.57,0.74,0.71
12.3,11.5,262432,0.47,0.58,0.77,0.04,0.85
16.03,16.03,385169,0.86,0.64,0.88,0.17,0.73
5.15,1.85,385738,0.88,0.73,0.78,0.74,0.3
14.27,14.27,386612,0.4,0.57,0.25,0.81,0.75
9.59,7.71,384564,0.05,0.25,0.67,0.78,0.75
12.4,11.98,368645,0.61,0.7,0.58,0.61,0.86
13.46,13.19,367590,0.52,0.76,0.27,0.6,0.76
13.85,13.85,371960,0.53,0.79,0.07,0.71,0.18
15.31,14.62,257336,0.72,0.16,0.8,0.6,0.2
12.07,11.25,382090,0.17,0.84,0.56,0.3,0.42
5.5,3.67,378029,0.16,0.62,0.17,0.91,0.25
4.85,1.69,385718,0.04,0.28,0.83,0.08,0.44
11.86,10.78,372040,0.73,0.68,0.35,0.17,0.56
6.08,4,384126,0.52,0.07,0.3,0.77,0.51
6.53,2.12,385103,0.24,0.95,0.68,0.4,0.26
15.49,15.49,370090,0.53,0.31,0.81,0.6,0.12
12.94,12.65,384452,0.25,0.57,0.71,0.1,0.6
8.15,3.92,374151,0.22,0.58,0.87,0.67,0.65
13.23,12.79,387616,0.93,0.76,0.35,0.69,0.31
2.67,1.39,379881,0.88,0.56,0.45,0.33,0.61
12.17,11.17,378403,0.95,0.79,0.8,0.22,0.07
7.46,4.54,385810,0.4,0.71,0.66,0.58,0.21
6.17,1.67,385559,0.73,0.36,0.86,0.31,0.37
12.87,12.25,380859,0.52,0.8,0.94,0.87,0.31
3.31,1.77,380705,0.87,0.46,0.76,0.62,0.38
8.31,2.46,373281,0.7,0.98,0.96,0.96,0.57
17.92,17.92,370667,0.28,0.77,0.75,0.63,0.02
6.33,0,368782,0.68,0.36,0.61,0.37,0.88
15.2,15.2,375078,0.69,0.67,0.52,0.08,0.59
6.28,1.17,381932,1,0.41,0.03,0.73,0.06
7.15,5.08,374197,0.19,0.93,0.63,0.76,0.86
13.9,13.9,372251,0.62,0.21,0.5,0.06,0.11
12.06,10.9,371981,0.54,0.56,0.75,0.07,0.03
13.78,13.64,387991,0.22,0.98,0.15,0.67,0.83
5.31,3.92,385187,0.27,0.75,0.21,0.29,0.9
11.52,9.64,370846,0.45,0.97,0.18,0.82,0.9
12.31,12.31,377130,0.55,0.76,0.97,0.86,0.02
14.44,14.31,374363,0.84,0.26,0.76,0.01,0.19
9.08,5.54,376498,0.07,0.02,0.3,0.57,0.26
14.62,14.62,385814,0.15,0.52,0.49,0.95,0.02
12.24,11.64,383172,0.77,0.79,0.78,0.33,0.52
12.15,11.74,372991,0.12,0.31,0.96,0.54,0.68
12.81,12.67,381217,0.31,0.39,0.42,0.34,0.84
13.85,13.85,375056,0.98,0.43,0.41,0.98,0.91
8.22,5.57,366043,0.34,0.39,0.72,0.27,0.85
13.35,12.52,366769,0.04,0.15,0.78,0.63,0.8
11.21,10.1,370036,0.74,0.09,0.23,0.58,0.79
9.17,6.31,380018,0.83,0.48,0.14,0.04,0.43
6.61,3,383909,0.18,0.23,0.12,0.07,0.86
4.83,2.04,370701,0.94,0.3,0.86,0.35,0.45
13.62,13.62,380441,0.01,0.26,0.3,0.43,0.94
11.59,11.32,385016,0.53,0.15,0.18,0.11,0.36
11.25,9.83,260175,0.55,0.53,0.9,0.05,0.24
14.33,14.33,380100,0.94,0.77,0.77,0.01,0.99
15.69,15.69,376023,0.24,0.56,0.88,0.86,0.18
12.17,11.12,367657,0.97,0.72,0.95,0.57,0.61
15.11,15.11,381715,0.23,0.71,0.43,0.47,0.44
9.31,7.3,374299,0.56,0.18,0.33,0.7,0.56
12.36,12.36,363627,0.78,0.86,0.67,0.34,0.57
3.85,0,373064,0.83,0.91,0.92,0.59,0.21
5,1.83,369446,0.79,0.12,0.79,0.42,0.65
15.09,15.09,386995,0.69,0.73,0.44,0.4,0.1
17.48,17.48,386998,0.36,0.19,0.81,0.16,0.08
8.92,5.23,373664,0.51,0.51,0.2,0.02,0.32
4.67,0,372992,0.18,0.07,0.04,0.78,0.77
13.23,12.98,385523,0.6,0.52,0.69,0.41,0.48
15.14,15.14,364688,0.44,0.03,0.72,0.68,0.49
14.6,14.6,378255,0.86,0.11,0.79,0.09,0.44
11.21,10.15,375210,0.35,0.15,0.99,0.55,0.8
13.58,13.58,253937,0.93,0.49,0.55,0.35,0.26
12.4,12.11,373476,0.17,0.59,0.37,0.54,0.92
12.42,11.88,371764,0.61,0.67,0.84,0.99,0.06
9.31,4.92,379328,0.01,0.59,0.12,0.79,0.91
13.92,13.92,368100,0.26,0.75,0.9,0.04,0.09
15.4,15.4,378297,0.33,0.27,0.59,0.93,0.31
12.71,11.86,376495,0.58,0.63,0.33,0.63,0.47
8.65,4.96,375050,0.84,0.16,0.47,0.63,0.77
15.67,15.67,385778,0.16,0.92,0.31,0.03,0.35
16.28,16.28,373753,0.76,0.12,0.74,0.95,0.56
7.53,6.02,257477,0.86,0.92,0.52,0.71,0.12
3.92,1.85,377150,0.51,0.06,0.17,0.38,0.06
7.9,6.1,224945,0.26,0.15,0.69,0.96,0.63
10.98,10.32,386787,0.76,0.59,0.58,0.46,0.94
9.28,8.22,386358,0.19,0.45,0.48,0.72,0.46
11.49,10.7,387671,0.77,0.18,0.96,0.99,0.37
12.46,12.46,254410,0.25,0.38,0.95,0.87,0.91
10.08,5.77,379447,0.9,0.02,0.25,0.43,0.18
13.42,13.14,385276,0.68,0.3,0.11,0.16,0.18
6.15,2.54,366804,0.02,0.59,0.78,0.77,0.52
2.76,0.84,367408,0.42,0.65,0.34,0.99,0.18
13.23,13.23,364608,0.53,0.84,0.49,0.4,0.51
15.06,15.06,384780,0.37,0.59,0.94,0.29,0.76
11.66,11.32,385530,0.79,0.83,0.59,0.9,0.74
13.77,13.42,385883,0.68,0.51,0.87,0.74,0.1
4.2,1.28,386815,0.02,0.06,0.1,0.56,0.83
15.24,15.24,383111,0.37,0.57,0.12,0.73,0.84
10.81,9.38,257214,0.34,0.66,0.25,0.03,0.25
5,2,379250,0.27,0.54,0.83,0,0.42
7.69,3.54,377450,0.6,0.49,0.11,0.29,0.24
13.15,13.15,377094,0.84,0.15,0.24,0.67,0.89
14.44,14.44,379326,0.14,0.9,0.21,0.48,0.19
11.48,10.07,377101,0.33,0.64,0.26,0.95,0.3
13.78,13.51,380069,0.28,0.68,0.57,0.76,0.55
12.54,12.41,384145,0.67,0.33,0.28,0.14,0.75
11.08,10.46,256483,0.26,0.89,0.6,0.49,0.51
5.27,2.91,256600,0.1,0.45,0.92,0.19,0.26
2.96,1.65,371968,0.29,0.45,0.08,0.96,0.2
9.7,5.88,385066,0.52,0.2,0.61,0.37,0.68
13.37,13.37,386024,0.35,0.51,0.48,0.82,0.99
15.77,15.77,259533,0.8,0.03,0.39,0.31,0.6
12.43,12.3,373470,0.14,0.12,0.79,0.99,0
9.62,7.22,373483,0.17,0.59,0.93,0.92,0.72
8.15,3.38,379417,0.75,0.74,0.57,0.01,0.58
16.13,16.13,379051,0.35,0.2,0.29,0.36,0.18
11.34,10.12,380494,0.42,0.15,0.65,0.13,0.6
12.04,11.05,381052,0.84,0.08,0.54,0.46,0.06
12.77,12.49,378528,0.38,0.85,0.24,0.6,0.44
15.9,15.9,373429,0.21,0.57,0.59,0,0.61
14.86,14.86,383805,0.94,0.57,0.32,0.01,0.51
8.23,3.69,367326,0.13,0.98,0.63,0.47,0.52
12.07,11.6,371877,0.22,0.76,0.58,0.7,0.68
11.17,10.52,380267,0.57,0.96,0.99,0.2,0.61
9.4,7.58,374392,0.69,0.38,0.26,0.16,0.29
8.95,6.73,388479,0.66,0.35,0.8,0.5,0.22
13.54,13.4,375087,0.49,0.8,0.49,0.38,0.95
6,3.46,376144,0.66,0.53,0.71,0.5,0.65
8.81,6.42,379633,0.02,0.49,0.82,0.38,0.42
12.51,12.27,384534,0.19,0.68,0.87,0.4,0.53
11.78,10.74,375950,0.93,0.56,0.3,0.31,0.61
13.23,12.64,364499,0.99,0.65,0.97,0.39,0.95
8.77,4.38,375116,0.3,0.11,0.01,0.3,0.74
10.21,7.92,309380,0.2,0.07,0.54,0.56,0.94
12.45,11.6,374253,0.77,0.23,0.77,0.06,0.53
6.15,3.08,377409,0.16,0.18,0.62,0.56,0.07
16.35,16.35,375967,0.26,0.18,0.27,0.02,0.97
3,2.46,375100,0.11,0.2,0.46,0.8,0.97
13.08,12.31,378369,0.5,0.13,0.93,0.27,0.88
5.38,3.62,376263,0.56,0.85,0.45,0,0.9
13,12.18,209869,0.19,0.35,0.86,0.2,0.1
16.01,16.01,383651,0.07,0.62,0.06,0.51,0.33
13.91,13.91,258670,0.35,0.96,0.79,0.69,0.26
12.17,11.57,377731,0.22,0.17,0.99,0.13,0.2
13.1,12.84,386619,0.62,0.68,0.71,0.65,0.51
12.32,11.9,374246,0.17,0.62,0.37,0.78,0.92
13.39,13.39,384609,0.69,0.84,0.61,0.44,0.98
14.03,13.74,384011,0.49,0.77,0.37,0.35,0.43
16.1,16.1,386071,0.3,0.23,0.25,0.42,0.11
9.19,5.35,378037,0.84,0.56,0.87,0.67,0.72
1.46,0.85,379094,0.08,0.85,0.13,0.44,0.19
15.49,15.49,384561,0.79,0.67,0.04,0.93,0.33
15.33,15.33,385217,0.74,0.14,0.62,0.2,0.5
7.15,2.62,375836,0.82,0.67,0.11,0.84,0.35
13.75,13.75,368753,0.64,0.88,0.55,0.28,0.11
14.09,13.54,379306,0.07,0.71,0.25,0.23,0.97
12.09,11.29,380222,0.13,0.35,0.25,0.8,0.53
6.54,1.69,377775,0.29,0.82,0.9,0.07,0.6
9.15,4.31,380220,0.42,0.82,0.4,0.72,0.07
12.51,12.03,369494,0.17,0.21,0.05,0.53,0.99
10.57,7.94,364017,0.57,0.56,0.59,0.07,0.71
8.69,3.85,380214,0.45,0.16,0.44,0.36,0.54
11.86,11.26,381797,0.68,0.72,0.07,0.96,0.44
12.19,11.18,377936,0.17,0.81,0.42,0.83,0.66
3.77,0.77,385061,0.59,0.22,0.63,0.11,0.57
9.88,7.97,388391,0.58,0.32,0.61,0.81,0.74
11.15,9.44,380040,0.68,0.5,0.52,0.98,0.44
7.17,2.17,374319,0.77,0.01,0.36,0.58,0.24
12.03,11.54,364615,0.49,0.42,0.43,0.48,0.13
13.19,12.76,381576,0.47,0.91,0.71,0.98,0.76
14.2,14.2,375482,0.75,0.24,0.66,0.71,0.88
7.74,5.52,383052,0.63,0.08,0.41,0.19,0.39
2.6,0,370884,0.29,0.47,0.63,0.55,0.86
16.84,16.84,373638,0.49,0.74,0.12,0.33,0.32
8.46,4.23,367249,0.41,0.28,0.76,0.18,0.88
12.4,11.63,385177,0.81,0.7,0.27,0.26,0.16
11.98,10.77,376438,0.92,0.73,0.36,0.93,0.93
7.41,3,383723,0.65,0.65,0.3,0.76,0.02
13.58,13.58,370830,0.52,0.49,0.31,0.23,0.02
6.85,4.92,386947,0.67,0.77,0.64,0.08,0.16
12.23,12.08,370427,0.81,0.97,0.86,0.2,0.25
14.85,14.85,372597,0.96,0.45,0.31,0.15,0.96
11.83,10.42,373472,0.78,0.5,0.09,0.71,0.1
11.65,9.75,372599,0.35,0.43,0.61,0.37,0.61
11.08,9.23,385566,0.6,0.47,0.56,0.44,0.61
8.59,3.47,383085,0.8,0.83,0.11,0.06,0.6
9.85,7.38,370585,0.85,0.42,0.1,0.42,0.65
13.83,13.83,368709,0.06,0.33,0.12,0.32,0.14
13.72,13.57,366755,0.17,0.42,0.33,0.52,0.62
13.54,13.25,373437,0.36,0.65,0.01,0.19,0.41
7.85,5.38,379751,0.12,0.81,0.36,0.84,0.98
11.49,9.58,377420,0.5,0.68,0.87,0.12,0.06
8.15,4,369613,0.6,0.85,0.65,0.94,0.93
14.31,13.64,376577,0.61,0.23,0.19,0.91,0.26
7.92,3.85,373179,0.5,0.72,0.75,0.19,0.28
11.85,10.61,377662,0.6,0.65,0.92,0.49,0.22
8.46,4.31,385033,0.27,0.87,0.51,0.7,0.35
6.4,2.8,305527,0.21,0.53,0.32,0.18,0.21
9,7.67,383526,0.66,0.07,0.3,0.4,0.36
6.46,2,384445,0.28,0.06,0.32,0.91,0.68
7.31,4.23,370100,0.06,0.73,0.6,0.18,0.81
11.66,10.2,372625,0.95,0.16,0.03,0.12,0.88
10.48,7.94,380802,0.58,0.09,0.58,0.95,0.24
12.73,12,387293,0.75,0.23,0.96,0.19,0.82
8.54,3.69,372268,0.48,0.08,0.02,0.13,0.5
11.73,10.59,373003,0.01,0.46,0.1,0.1,0.54
13.62,13.62,375518,0.79,0.26,0.86,0.23,0.89
8.65,5.65,387799,0.53,0.29,0.92,0.82,0.66
7.92,2.85,370366,0.86,0.98,0.67,0.56,0.42
11.39,10.49,384309,0.42,0.94,0.67,0.23,0.34
9.57,7.6,369410,0.5,0.67,0.71,1,0.74
12,11.27,371003,0.34,0.47,0.11,0.93,0.18
7.92,4.38,368923,0.8,0.14,0.28,0.5,0.27
12.49,12.05,376773,0.39,0.69,0.51,0.2,0
15.48,15.48,381933,0.09,0.88,0.26,0.09,0.37
7.62,6.1,387292,0.08,0.9,0.25,0.53,0.61
5.46,3.62,385515,0.18,0.76,0.32,0.62,0.55
6.77,1.77,377310,0.18,0.71,0.55,0.43,0.96
15.15,15.15,312773,0.17,0.34,0.6,0.64,0.33
12.94,12.52,370392,0.69,0.35,0.89,0.83,0.23
4.33,1.67,372882,0.38,0.41,0.53,0.62,0.39
13.25,12.62,383624,0.68,0.99,0.49,0.7,0.97
15.89,15.89,383130,0.98,0.44,0.52,0.31,0.69
12.78,12.22,20000,0.81,0.09,0.06,0.42,0.46
15.4,15.4,367519,0.49,0.89,0.54,0.6,0.5
9.54,6.44,371869,0.06,0.35,0.92,0.98,0.25
15.97,15.97,371984,0.94,0.96,0.37,0.88,0.41
11.94,10.69,364620,0.45,0.26,0.4,0.6,0.07
15.33,15.33,364619,0.52,0.06,0.79,0.93,0.97
12.43,11.91,376890,0.59,0.68,0.67,0.38,0.31
14.78,14.78,371801,0.25,0.51,0.23,0.54,0.38
11.54,10.88,367555,0.34,0.02,0.19,0.02,0.35
5.23,2.62,383160,0.59,0.72,0.66,0.82,0.79
3.67,0,382345,0.58,0.69,0.23,0.08,0.79
5.69,2.69,387954,0.55,0.77,0.87,0.29,0.93
3.15,1,386799,0.59,0.58,0.53,0.13,0.81
3.48,2.24,368798,0.67,0.94,0.36,0.32,0.44
4.29,1.24,372629,0.94,0.84,0.56,0.86,0.75
1,0,381732,0.83,0.75,0.32,0.17,0.62
11.36,10.57,372725,0.19,0.84,0.06,0.8,0.23
12.91,12.29,383136,0.08,0.21,1,0.36,0.15
6.17,1.83,383778,0.76,0.38,0.1,0.09,0.17
11.45,10.97,378038,0.17,0.05,0.6,0.12,0.18
8.85,5.62,377456,0.54,0.09,0.11,0.64,0.82
11.19,9.32,384662,0.27,0.76,0.88,0.86,0.95
4.23,1.85,376446,0.19,0.41,0.74,0.71,0.67
12.6,12.05,381594,0.67,0.43,0.54,0.58,0.06
10.23,7.31,371406,0.07,0.02,0.88,0.18,0.82
13.65,13.65,367670,0.75,0.51,0.16,0.38,0.72
14.91,14.91,385631,0.67,0.2,0.98,0.87,0.65
10.63,8.63,380678,0.94,0.47,0.24,0.22,0.4
14.1,13.97,384336,0.84,0.94,0.59,0.7,0.75
12.39,11.67,383695,0.39,0.25,0.6,0.69,0.58
11.9,11.3,368984,0.26,0.93,0.73,0.6,0.74
13.96,13.72,385893,0.19,0.12,0.34,0.86,0.6
12.15,11.28,372413,0.44,0.1,0.58,0.23,0.25
9.29,5.29,372445,0.02,0.98,0.15,0.23,0.74
12.42,11.86,379100,0.12,0.07,0.43,0.36,0.83
2.31,0.92,381606,0.14,0.79,0.67,0.52,0.5
9.39,5.98,371172,0.08,0.97,0.84,0.45,0.77
8.08,5.15,378211,0.69,0.8,0.97,0.26,0.41
8.33,2.17,378229,0.39,0.01,0.47,0.35,0.89
16.76,16.76,383899,0.05,0.44,0.92,0.29,0.19
11.38,10.13,371426,0.32,0,0.54,0.45,0.74
5.85,3.38,387472,0.57,0.98,0.81,0.34,0.04
11.85,11.14,386805,0.2,0.93,0.6,0.51,0.35
9.46,6.31,382032,0.31,0.92,0.94,0.34,0.67
11.25,9.95,375889,0.09,0.56,0.05,0.21,0.34
12.24,11.61,367732,0.42,0.91,0.2,0.13,0.08
7.91,5.43,373556,0.66,0.46,0.4,0.23,0.98
10.44,8.39,380611,0.32,0.12,0.19,0.62,0.89
12.02,11.29,386347,0.05,1,0.38,0.18,0.75
11.52,9.89,380952,0.48,0.97,0.57,0.87,0.77
9.92,7.85,384010,0.92,0.63,0.36,0.58,0.8
